"<font>elbow</font>","<font color='red'>'elbəʊ</font><br><font>肘</font><br><br><font color='green'>n. 肘部；弯头；扶手</font><br><font color='green'>vt. 推挤；用手肘推开</font><br><br><font color='red'>Elbow</font> : <font color='blue'>肘</font>; <font color='blue'>弯头</font>; <font color='blue'>弯管</font>; <br><font color='red'>base elbow</font> : <font color='blue'>带支座弯头</font>; <font color='blue'>底承肘管</font>; <font color='blue'>带支座</font>; <br><font color='red'>reducing elbow</font> : <font color='blue'>异径弯头</font>; <font color='blue'>异径</font>; <font color='blue'>渐缩弯头</font>; <br>","List 1",""
"<font>discipline</font>","<font color='red'>'dɪsɪplɪn</font><br><font>纪律</font><br><br><font color='green'>n. 学科；纪律；训练；惩罚</font><br><font color='green'>vt. 训练，训导；惩戒</font><br><br><font color='red'>Discipline</font> : <font color='blue'>纪律</font>; <font color='blue'>学科</font>; <font color='blue'>惩罚</font>; <br><font color='red'>Child discipline</font> : <font color='blue'>家庭教育</font>; <font color='blue'>儿童管教</font>; <br><font color='red'>school discipline</font> : <font color='blue'>校纪</font>; <font color='blue'>学校纪律</font>; <font color='blue'>校级</font>; <br>","List 1",""
"<font>terrific</font>","<font color='red'>tə'rɪfɪk</font><br><font>很棒的</font><br><br><font color='green'>adj. 极好的；极其的，非常的；可怕的</font><br><br><font color='red'>Terrific</font> : <font color='blue'>太妙了</font>; <font color='blue'>好极了</font>; <font color='blue'>看起来气色很好</font>; <br><font color='red'>terrific vingue</font> : <font color='blue'>大贱卖</font>; <font color='blue'>大</font>; <br><font color='red'>Terrific Impression</font> : <font color='blue'>恐怖印象</font>; <br>","List 1",""
"<font>thrill</font>","<font color='red'>θrɪl</font><br><font>兴奋</font><br><br><font color='green'>n. 激动；震颤；紧张</font><br><font color='green'>vt. 使…颤动；使…紧张；使…感到兴奋或激动</font><br><font color='green'>vi. 颤抖；感到兴奋；感到紧张</font><br><br><font color='red'>thrill</font> : <font color='blue'>震颤</font>; <font color='blue'>一阵激动</font>; <font color='blue'>兴奋</font>; <br><font color='red'>liver thrill</font> : <font color='blue'>震颤</font>; <font color='blue'>肝震颤</font>; <br><font color='red'>Thrill Digger</font> : <font color='blue'>兴奋挖掘者</font>; <br>","List 1",""
"<font>flu</font>","<font color='red'>fluː</font><br><font>流感</font><br><br><font color='green'>n. 流感</font><br><font color='green'>n. (Flu)人名；(法)弗吕</font><br><br><font color='red'>flu</font> : <font color='blue'>流感</font>; <font color='blue'>流行性感冒</font>; <font color='blue'>氟达拉滨</font>; <br><font color='red'>flu vaccine</font> : <font color='blue'>流感疫苗</font>; <font color='blue'>感冒疫苗</font>; <font color='blue'>伤风疫苗</font>; <br><font color='red'>Asian flu</font> : <font color='blue'>亚洲型流感</font>; <font color='blue'>亚洲流感</font>; <br>","List 1",""
"<font>replacement</font>","<font color='red'>rɪ'pleɪsm(ə)nt</font><br><font>更换</font><br><br><font color='green'>n. 更换；复位；代替者；补充兵员</font><br><br><font color='red'>replacement</font> : <font color='blue'>替换</font>; <font color='blue'>置换</font>; <font color='blue'>重置</font>; <br><font color='red'>replacement ratio</font> : <font color='blue'>置换率</font>; <font color='blue'>替代率</font>; <font color='blue'>置换比</font>; <br><font color='red'>replacement assets</font> : <font color='blue'>重置资产</font>; <br>","List 1",""
"<font>edition</font>","<font color='red'>ɪ'dɪʃ(ə)n</font><br><font>版</font><br><br><font color='green'>n. 版本</font><br><font color='green'>版次</font><br><font color='green'>集</font><br><br><font color='red'>Edition</font> : <font color='blue'>版本</font>; <font color='blue'>版</font>; <font color='blue'>版次</font>; <br><font color='red'>Enterprise Edition</font> : <font color='blue'>企业版</font>; <font color='blue'>企业版本</font>; <font color='blue'>企业级版本</font>; <br><font color='red'>morning edition</font> : <font color='blue'>晨报</font>; <font color='blue'>早间节目</font>; <font color='blue'>早上版本</font>; <br>","List 1",""
"<font>triumph</font>","<font color='red'>'traɪʌmf</font><br><font>胜利</font><br><br><font color='green'>n. 胜利，凯旋；欢欣</font><br><font color='green'>vi. 获得胜利，成功</font><br><br><font color='red'>Triumph</font> : <font color='blue'>黛安芬</font>; <font color='blue'>胜利</font>; <font color='blue'>凯旋</font>; <br><font color='red'>triumph over</font> : <font color='blue'>获胜</font>; <font color='blue'>战胜</font>; <font color='blue'>击败</font>; <br><font color='red'>Triumph Thunderbird</font> : <font color='blue'>凯旋雷鸟</font>; <br>","List 1",""
"<font>hostage</font>","<font color='red'>'hɒstɪdʒ</font><br><font>人质</font><br><br><font color='green'>n. 人质；抵押品</font><br><br><font color='red'>Hostage</font> : <font color='blue'>人质</font>; <font color='blue'>火线对峙</font>; <font color='blue'>抵押品</font>; <br><font color='red'>Venus Hostage</font> : <font color='blue'>维纳斯人质</font>; <br><font color='red'>Escorting hostage</font> : <font color='blue'>掩护人质脱离中</font>; <br>","List 1",""
"<font>loaf</font>","<font color='red'>ləʊf</font><br><font>面包</font><br><br><font color='green'>n. 条，一条面包；块；游荡</font><br><font color='green'>vt. 游荡；游手好闲；虚度光阴</font><br><font color='green'>vi. 游荡；游手好闲；虚度光阴</font><br><br><font color='red'>loaf</font> : <font color='blue'>混日子</font>; <font color='blue'>一条面包</font>; <font color='blue'>条</font>; <br><font color='red'>a loaf</font> : <font color='blue'>一条面包</font>; <br><font color='red'>long loaf</font> : <font color='blue'>长面包</font>; <br>","List 1",""
"<font>applicable</font>","<font color='red'>ə'plɪkəb(ə)l; 'æplɪk-</font><br><font>适用的</font><br><br><font color='green'>adj. 可适用的；可应用的；合适的</font><br><br><font color='red'>Applicable</font> : <font color='blue'>适用介质</font>; <font color='blue'>适用的</font>; <font color='blue'>可适用的</font>; <br><font color='red'>Applicable scope</font> : <font color='blue'>适用范围</font>; <br><font color='red'>Applicable wires</font> : <font color='blue'>适用线规</font>; <font color='blue'>适应线规</font>; <font color='blue'>适用线视</font>; <br>","List 1",""
"<font>motion</font>","<font color='red'>'məʊʃ(ə)n</font><br><font>运动</font><br><br><font color='green'>n. 动作；移动；手势；请求；意向</font><br><font color='green'>vt. 运动；向…打手势</font><br><font color='green'>vi. 运动；打手势</font><br><br><font color='red'>Motion</font> : <font color='blue'>运动</font>; <font color='blue'>动作</font>; <font color='blue'>议案</font>; <br><font color='red'>Motion capture</font> : <font color='blue'>动作捕捉</font>; <font color='blue'>运动捕捉</font>; <font color='blue'>动态捕捉</font>; <br><font color='red'>Brownian motion</font> : <font color='blue'>布朗运动</font>; <font color='blue'>布朗活动</font>; <font color='blue'>布朗勾当</font>; <br>","List 1",""
"<font>diploma</font>","<font color='red'>dɪ'pləʊmə</font><br><font>文凭</font><br><br><font color='green'>n. 毕业证书，学位证书；公文，文书；奖状</font><br><font color='green'>vt. 发给…毕业文凭</font><br><br><font color='red'>diploma</font> : <font color='blue'>毕业文凭</font>; <font color='blue'>文凭</font>; <font color='blue'>毕业证书</font>; <br><font color='red'>Postgraduate diploma</font> : <font color='blue'>深造文凭</font>; <font color='blue'>研究生文凭</font>; <font color='blue'>方案一研究生文凭</font>; <br><font color='red'>Graduate Diploma</font> : <font color='blue'>研究生文凭</font>; <font color='blue'>硕士文凭</font>; <font color='blue'>研究生毕业证</font>; <br>","List 1",""
"<font>dragon</font>","<font color='red'>'dræg(ə)n</font><br><font>龙</font><br><br><font color='green'>n. 龙；凶暴的人，凶恶的人；严厉而有警觉性的女人</font><br><font color='green'>n. (Dragon)人名；(匈)德劳贡；(英、法、芬、罗、匈)德拉贡</font><br><br><font color='red'>Dragon</font> : <font color='blue'>龙</font>; <font color='blue'>现在月刊</font>; <font color='blue'>飞龙</font>; <br><font color='red'>Dragon Ball</font> : <font color='blue'>七龙珠</font>; <font color='blue'>龙珠</font>; <font color='blue'>七龙珠国语配音全系列</font>; <br><font color='red'>Chinese dragon</font> : <font color='blue'>麒麟</font>; <font color='blue'>龙</font>; <font color='blue'>腆磷</font>; <br>","List 1",""
"<font>contrast</font>","<font color='red'>'kɒntrɑːst</font><br><font>对比</font><br><br><font color='green'>n. 对比；差别；对照物</font><br><font color='green'>vt. 使对比；使与…对照</font><br><font color='green'>vi. 对比；形成对照</font><br><br><font color='red'>Contrast</font> : <font color='blue'>对比</font>; <font color='blue'>对比度</font>; <font color='blue'>反差</font>; <br><font color='red'>image contrast</font> : <font color='blue'>图像对比度</font>; <font color='blue'>影像反差</font>; <font color='blue'>影像对比</font>; <br><font color='red'>by contrast</font> : <font color='blue'>相比之下</font>; <font color='blue'>对比之下</font>; <font color='blue'>相对照</font>; <br>","List 1",""
"<font>trend</font>","<font color='red'>trend</font><br><font>趋势</font><br><br><font color='green'>n. 趋势，倾向；走向</font><br><font color='green'>vt. 使…趋向</font><br><font color='green'>vi. 趋向，伸向</font><br><font color='green'>n. (Trend)人名；(英)特伦德</font><br><br><font color='red'>Trend</font> : <font color='blue'>趋势</font>; <font color='blue'>趋向</font>; <font color='blue'>倾向</font>; <br><font color='red'>trend</font> : <font color='blue'>趋向性</font>; <br><font color='red'>Trend analysis</font> : <font color='blue'>趋势分析</font>; <font color='blue'>走势分析</font>; <font color='blue'>趋势分析法</font>; <br>","List 1",""
"<font>honorable</font>","<font color='red'>'ɔnərəbl</font><br><font>可敬的</font><br><br><font color='green'>adj. 光荣的；可敬的；高贵的</font><br><br><font color='red'>Honorable</font> : <font color='blue'>体面的</font>; <font color='blue'>可敬的</font>; <font color='blue'>光彩</font>; <br><font color='red'>HON  HONORABLE</font> : <font color='blue'>阁下</font>; <br><font color='red'>honorable guard</font> : <font color='blue'>仪仗队</font>; <br>","List 1",""
"<font>transition</font>","<font color='red'>træn'zɪʃ(ə)n; trɑːn-; -'sɪʃ-</font><br><font>过渡</font><br><br><font color='green'>n. 过渡；转变；[分子生物] 转换；变调</font><br><br><font color='red'>transition</font> : <font color='blue'>过渡</font>; <font color='blue'>转变</font>; <font color='blue'>转换</font>; <br><font color='red'>transition point</font> : <font color='blue'>转变点</font>; <font color='blue'>转换点</font>; <font color='blue'>过渡点</font>; <br><font color='red'>transition probability</font> : <font color='blue'>转移概率</font>; <font color='blue'>跃迁概率</font>; <font color='blue'>跃迁几率</font>; <br>","List 1",""
"<font>appendix</font>","<font color='red'>ə'pendɪks</font><br><font>附录</font><br><br><font color='green'>n. 附录；阑尾；附加物</font><br><br><font color='red'>appendix</font> : <font color='blue'>附录</font>; <font color='blue'>阑尾</font>; <font color='blue'>附件</font>; <br><font color='red'>APPENDIX A</font> : <font color='blue'>商务篇</font>; <font color='blue'>科技英语的特点</font>; <font color='blue'>翻译练习答案</font>; <br><font color='red'>APPENDIX Glossary</font> : <font color='blue'>词汇表</font>; <br>","List 1",""
"<font>objection</font>","<font color='red'>əb'dʒekʃ(ə)n</font><br><font>反对</font><br><br><font color='green'>n. 异议，反对；缺陷，缺点；妨碍；拒绝的理由</font><br><br><font color='red'>objection</font> : <font color='blue'>反对</font>; <font color='blue'>异议</font>; <font color='blue'>我抗议</font>; <br><font color='red'>objection to</font> : <font color='blue'>反对</font>; <font color='blue'>异议</font>; <font color='blue'>阻挡</font>; <br><font color='red'>main objection</font> : <font color='blue'>主要的反对</font>; <br>","List 1",""
"<font>inflation</font>","<font color='red'>ɪn'fleɪʃ(ə)n</font><br><font>通货膨胀</font><br><br><font color='green'>n. 膨胀；通货膨胀；夸张；自命不凡</font><br><br><font color='red'>Inflation</font> : <font color='blue'>通货膨胀</font>; <font color='blue'>通胀</font>; <font color='blue'>通货膨涨</font>; <br><font color='red'>creeping inflation</font> : <font color='blue'>爬行式通货膨胀</font>; <font color='blue'>渐升通胀</font>; <font color='blue'>温和通货膨胀</font>; <br><font color='red'>galloping inflation</font> : <font color='blue'>恶性通货膨胀</font>; <font color='blue'>急剧的通货膨胀</font>; <font color='blue'>通货膨胀</font>; <br>","List 1",""
"<font>substantial</font>","<font color='red'>səb'stænʃ(ə)l</font><br><font>实质性的</font><br><br><font color='green'>n. 本质；重要材料</font><br><font color='green'>adj. 大量的；实质的；内容充实的</font><br><br><font color='red'>substantial</font> : <font color='blue'>坚固的</font>; <font color='blue'>实质的</font>; <font color='blue'>大量的</font>; <br><font color='red'>substantial connection</font> : <font color='blue'>密切关系</font>; <font color='blue'>实质联系</font>; <font color='blue'>香港有实质联系</font>; <br><font color='red'>substantial savings</font> : <font color='blue'>巨额储蓄</font>; <br>","List 1",""
"<font>hasty</font>","<font color='red'>'heɪstɪ</font><br><font>草率的</font><br><br><font color='green'>adj. 轻率的；匆忙的；草率的；性怠的</font><br><font color='green'>n. (Hasty)人名；(英)黑斯蒂</font><br><br><font color='red'>hasty</font> : <font color='blue'>匆忙的</font>; <font color='blue'>仓促的</font>; <font color='blue'>草率的</font>; <br><font color='red'>HASTY INDEED</font> : <font color='blue'>匆忙</font>; <br><font color='red'>wildly hasty</font> : <font color='blue'>轻率的</font>; <font color='blue'>仓促的</font>; <font color='blue'>急躁的</font>; <br>","List 1",""
"<font>interpret</font>","<font color='red'>ɪn'tɜːprɪt</font><br><font>解释</font><br><br><font color='green'>vi. 解释；翻译</font><br><font color='green'>vt. 说明；口译</font><br><br><font color='red'>interpret</font> : <font color='blue'>解释</font>; <font color='blue'>翻译</font>; <font color='blue'>口译</font>; <br><font color='red'>Interpret Footage</font> : <font color='blue'>解释素材</font>; <font color='blue'>解释影片</font>; <font color='blue'>解释镜头</font>; <br><font color='red'>to  interpret</font> : <font color='blue'>解释</font>; <br>","List 1",""
"<font>fraction</font>","<font color='red'>'frækʃ(ə)n</font><br><font>分数</font><br><br><font color='green'>n. 分数；部分；小部分；稍微</font><br><br><font color='red'>Fraction</font> : <font color='blue'>分数</font>; <font color='blue'>小部分</font>; <font color='blue'>碎片</font>; <br><font color='red'>Decimal fraction</font> : <font color='blue'>纯小数</font>; <font color='blue'>小数</font>; <font color='blue'>十进制小数</font>; <br><font color='red'>Volume fraction</font> : <font color='blue'>体积分数</font>; <font color='blue'>体积分率</font>; <font color='blue'>容积率</font>; <br>","List 1",""
"<font>romance</font>","<font color='red'>rə(ʊ)'mæns; 'rəʊmæns</font><br><font>浪漫</font><br><br><font color='green'>n. 传奇；浪漫史；风流韵事；冒险故事</font><br><font color='green'>vi. 虚构；渲染；写传奇</font><br><font color='green'>n. (Romance)人名；(西)罗曼塞</font><br><br><font color='red'>Romance</font> : <font color='blue'>浪漫</font>; <font color='blue'>浪漫曲</font>; <font color='blue'>罗曼史</font>; <br><font color='red'>Bad Romance</font> : <font color='blue'>罗曼死</font>; <font color='blue'>坏爱情</font>; <font color='blue'>坏浪漫</font>; <br><font color='red'>Chivalric romance</font> : <font color='blue'>骑士文学</font>; <font color='blue'>骑士传奇</font>; <br>","List 1",""
"<font>rectangle</font>","<font color='red'>'rektæŋg(ə)l</font><br><font>矩形</font><br><br><font color='green'>n. 矩形；长方形</font><br><br><font color='red'>Rectangle</font> : <font color='blue'>矩形</font>; <font color='blue'>长方形</font>; <font color='blue'>画</font>; <br><font color='red'>Golden rectangle</font> : <font color='blue'>黄金矩形</font>; <font color='blue'>黄金长方形</font>; <br><font color='red'>Rounded Rectangle</font> : <font color='blue'>圆角矩形</font>; <font color='blue'>圆角矩形或者扁圆</font>; <font color='blue'>形状</font>; <br>","List 1",""
"<font>owl</font>","<font color='red'>aʊl</font><br><font>猫头鹰</font><br><br><font color='green'>n. 猫头鹰；枭；惯于晚上活动的人</font><br><br><font color='red'>Owl</font> : <font color='blue'>猫头鹰</font>; <font color='blue'>枭</font>; <font color='blue'>猫头鹰侦察</font>; <br><font color='red'>scops owl</font> : <font color='blue'>角枭</font>; <font color='blue'>角鸮属</font>; <font color='blue'>耳鸟</font>; <br><font color='red'>Little Owl</font> : <font color='blue'>纵纹腹小鸮</font>; <font color='blue'>精装触摸书绘本</font>; <font color='blue'>平装触摸书绘本</font>; <br>","List 1",""
"<font>denote</font>","<font color='red'>dɪ'nəʊt</font><br><font>表示</font><br><br><font color='green'>vt. 表示，指示</font><br><br><font color='red'>denote</font> : <font color='blue'>表示</font>; <font color='blue'>指示</font>; <font color='blue'>意味着</font>; <br><font color='red'>May Denote</font> : <font color='blue'>可以指</font>; <br><font color='red'>to denote</font> : <font color='blue'>记作</font>; <br>","List 1",""
"<font>editor</font>","<font color='red'>'edɪtə</font><br><font>编辑器</font><br><br><font color='green'>n. 编者，编辑；社论撰写人；编辑装置</font><br><br><font color='red'>Editor</font> : <font color='blue'>编辑</font>; <font color='blue'>编辑器</font>; <font color='blue'>主笔</font>; <br><font color='red'>Text editor</font> : <font color='blue'>文本编辑器</font>; <font color='blue'>文字编辑器</font>; <font color='blue'>文本编辑</font>; <br><font color='red'>Material Editor</font> : <font color='blue'>材质编辑器</font>; <font color='blue'>材质编纂器</font>; <font color='blue'>概貌</font>; <br>","List 1",""
"<font>fruitful</font>","<font color='red'>'fruːtfʊl; -f(ə)l</font><br><font>富有成果的</font><br><br><font color='green'>adj. 富有成效的；多产的；果实结得多的</font><br><br><font color='red'>fruitful</font> : <font color='blue'>有成效的</font>; <font color='blue'>多产的</font>; <font color='blue'>果实结得多的</font>; <br><font color='red'>Fruitful living</font> : <font color='blue'>多结果子的生活</font>; <br><font color='red'>fruitful ambiguity</font> : <font color='blue'>富有成果之歧义性</font>; <br>","List 1",""
"<font>startle</font>","<font color='red'>'stɑːt(ə)l</font><br><font>使吓一跳</font><br><br><font color='green'>n. 惊愕；惊恐</font><br><font color='green'>vt. 使吓一跳；使惊奇</font><br><font color='green'>vi. 惊吓；惊跳；惊奇</font><br><br><font color='red'>startle</font> : <font color='blue'>惊吓</font>; <font color='blue'>使吓一跳</font>; <font color='blue'>震惊</font>; <br><font color='red'>startle response</font> : <font color='blue'>吃惊反应</font>; <font color='blue'>惊吓反应</font>; <font color='blue'>惊跳反射</font>; <br><font color='red'>Startle refles</font> : <font color='blue'>这叫做惊吓反射</font>; <br>","List 1",""
"<font>inlet</font>","<font color='red'>'ɪnlet</font><br><font>入口</font><br><br><font color='green'>n. 入口，进口；插入物</font><br><br><font color='red'>inlet</font> : <font color='blue'>进口</font>; <font color='blue'>入口</font>; <font color='blue'>进气</font>; <br><font color='red'>Cook Inlet</font> : <font color='blue'>库克湾</font>; <font color='blue'>库克水道</font>; <font color='blue'>库克入海口</font>; <br><font color='red'>Portland Inlet</font> : <font color='blue'>波特兰湾</font>; <br>","List 1",""
"<font>system</font>","<font color='red'>'sɪstəm</font><br><font>系统</font><br><br><font color='green'>n. 制度，体制；系统；方法</font><br><br><font color='red'>System</font> : <font color='blue'>系统</font>; <font color='blue'>体系</font>; <font color='blue'>制度</font>; <br><font color='red'>file system</font> : <font color='blue'>文件系统</font>; <font color='blue'>档案系统</font>; <font color='blue'>文件体系</font>; <br><font color='red'>Respiratory system</font> : <font color='blue'>呼吸系统</font>; <font color='blue'>呼吸体系</font>; <font color='blue'>呼吸零碎</font>; <br>","List 1",""
"<font>concede</font>","<font color='red'>kən'siːd</font><br><font>承认</font><br><br><font color='green'>vi. 让步</font><br><font color='green'>vt. 承认；退让；给予，容许</font><br><br><font color='red'>concede</font> : <font color='blue'>承认</font>; <font color='blue'>让步</font>; <font color='blue'>让出</font>; <br><font color='red'>concede to</font> : <font color='blue'>让步</font>; <br><font color='red'>Concede Pass</font> : <font color='blue'>让步通行证</font>; <br>","List 1",""
"<font>jewelry</font>","<font color='red'>'dʒuːəlrɪ</font><br><font>珠宝</font><br><br><font color='green'>n. 珠宝；珠宝类</font><br><br><font color='red'>Jewelry</font> : <font color='blue'>珠宝</font>; <font color='blue'>首饰</font>; <font color='blue'>饰品</font>; <br><font color='red'>jewelry blue</font> : <font color='blue'>宝石蓝</font>; <font color='blue'>珠宝蓝色</font>; <br><font color='red'>Jewelry Store</font> : <font color='blue'>珠宝店</font>; <font color='blue'>金银手饰店</font>; <font color='blue'>经营珠宝项炼店</font>; <br>","List 1",""
"<font>dictate</font>","<font color='red'>dɪk'teɪt</font><br><font>规定</font><br><br><font color='green'>n. 命令；指示</font><br><font color='green'>vt. 命令；口述；使听写</font><br><font color='green'>vi. 口述；听写</font><br><br><font color='red'>dictate</font> : <font color='blue'>听写</font>; <font color='blue'>命令</font>; <font color='blue'>口述</font>; <br><font color='red'>figure dictate</font> : <font color='blue'>图形表达</font>; <br><font color='red'>dictate converter</font> : <font color='blue'>指令转换器</font>; <br>","List 1",""
